Pays,Catégorie,Item,Valeur,Plage,Valeur_nettoyee,Plage_nettoyee,Plage_min,Plage_max
bosnia and herzegovina,rent per month,apartment (3 bedrooms) outside of centre,330.32 €,204.52-613.55,330.32,"(204.52, 613.55)",204.52,613.55
bosnia and herzegovina,buy apartment price,price per square meter to buy apartment in city centre,"2,022.11 €","1,274.13-3,067.73",2.022,"(274.13, 3.067)",274.13,3.067
bosnia and herzegovina,buy apartment price,price per square meter to buy apartment outside of centre,"1,462.93 €","1,022.58-2,147.41",1.462,"(22.58, 2.147)",22.58,2.147
bosnia and herzegovina,salaries and financing,average monthly net salary (after tax),659.88 €,,659.88,,,
bosnia and herzegovina,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",4.52,3.00-7.00,4.52,"(3.0, 7.0)",3.0,7.0
botswana,rent per month,apartment (1 bedroom) in city centre,215.02 €,168.39-269.43,215.02,"(168.39, 269.43)",168.39,269.43
botswana,rent per month,apartment (1 bedroom) outside of centre,134.71 €,101.04-168.39,134.71,"(101.04, 168.39)",101.04,168.39
botswana,rent per month,apartment (3 bedrooms) in city centre,473.40 €,370.46-673.57,473.4,"(370.46, 673.57)",370.46,673.57
botswana,rent per month,apartment (3 bedrooms) outside of centre,307.92 €,235.75-505.18,307.92,"(235.75, 505.18)",235.75,505.18
botswana,buy apartment price,price per square meter to buy apartment in city centre,951.41 €,"673.57-1,212.42",951.41,"(673.57, 1.212)",673.57,1.212
botswana,buy apartment price,price per square meter to buy apartment outside of centre,"35,923.63 €","20,207.04-47,149.76",35.923,"(207.04, 47.149)",207.04,47.149
botswana,salaries and financing,average monthly net salary (after tax),745.70 €,,745.7,,,
botswana,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",10.37,7.50-15.00,10.37,"(7.5, 15.0)",7.5,15.0
brazil,rent per month,apartment (1 bedroom) in city centre,299.26 €,191.89-561.50,299.26,"(191.89, 561.5)",191.89,561.5
brazil,rent per month,apartment (1 bedroom) outside of centre,203.39 €,127.93-353.53,203.39,"(127.93, 353.53)",127.93,353.53
brazil,rent per month,apartment (3 bedrooms) in city centre,573.71 €,"367.79-1,119.57",573.71,"(367.79, 1.119)",367.79,1.119
brazil,rent per month,apartment (3 bedrooms) outside of centre,402.14 €,239.86-719.59,402.14,"(239.86, 719.59)",239.86,719.59
brazil,buy apartment price,price per square meter to buy apartment in city centre,"1,406.11 €","799.54-2,398.63",1.406,"(799.54, 2.398)",799.54,2.398
brazil,buy apartment price,price per square meter to buy apartment outside of centre,994.69 €,"607.65-1,599.09",994.69,"(607.65, 1.599)",607.65,1.599
brazil,salaries and financing,average monthly net salary (after tax),397.66 €,,397.66,,,
brazil,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",11.06,8.00-14.00,11.06,"(8.0, 14.0)",8.0,14.0
british virgin islands,rent per month,apartment (1 bedroom) in city centre,"1,194.57 €","918.90-1,837.80",1.194,"(918.9, 1.837)",918.9,1.837
british virgin islands,rent per month,apartment (1 bedroom) outside of centre,"1,171.60 €","918.90-1,470.24",1.171,"(918.9, 1.47)",918.9,1.47
british virgin islands,rent per month,apartment (3 bedrooms) in city centre,"3,331.01 €","2,756.70-4,135.05",3.331,"(756.7, 4.135)",756.7,4.135
british virgin islands,rent per month,apartment (3 bedrooms) outside of centre,"3,216.15 €","2,756.70-3,675.60",3.216,"(756.7, 3.675)",756.7,3.675
british virgin islands,salaries and financing,average monthly net salary (after tax),"1,912.23 €",,1.912,,,
british virgin islands,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",5.50,,5.5,,,
brunei,rent per month,apartment (1 bedroom) in city centre,676.61 €,482.02-826.32,676.61,"(482.02, 826.32)",482.02,826.32
brunei,rent per month,apartment (1 bedroom) outside of centre,458.74 €,343.78-550.88,458.74,"(343.78, 550.88)",343.78,550.88
brunei,rent per month,apartment (3 bedrooms) in city centre,"1,160.00 €","826.32-1,718.92",1.16,"(826.32, 1.718)",826.32,1.718
brunei,rent per month,apartment (3 bedrooms) outside of centre,825.77 €,"550.05-1,170.62",825.77,"(550.05, 1.17)",550.05,1.17
brunei,buy apartment price,price per square meter to buy apartment in city centre,"2,858.09 €","1,482.40-5,439.24",2.858,"(482.4, 5.439)",482.4,5.439
brunei,buy apartment price,price per square meter to buy apartment outside of centre,"2,636.95 €","1,273.91-4,000.00",2.636,"(273.91, 4.0)",273.91,4.0
brunei,salaries and financing,average monthly net salary (after tax),"2,001.02 €",,2.001,,,
brunei,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",3.96,3.00-5.00,3.96,"(3.0, 5.0)",3.0,5.0
bulgaria,rent per month,apartment (1 bedroom) in city centre,415.15 €,256.59-615.81,415.15,"(256.59, 615.81)",256.59,615.81
bulgaria,rent per month,apartment (1 bedroom) outside of centre,313.94 €,179.61-513.17,313.94,"(179.61, 513.17)",179.61,513.17
bulgaria,rent per month,apartment (3 bedrooms) in city centre,757.96 €,"410.54-1,282.93",757.96,"(410.54, 1.282)",410.54,1.282
bulgaria,rent per month,apartment (3 bedrooms) outside of centre,541.96 €,307.90-846.73,541.96,"(307.9, 846.73)",307.9,846.73
bulgaria,buy apartment price,price per square meter to buy apartment in city centre,"2,148.30 €","1,180.30-3,335.62",2.148,"(180.3, 3.335)",180.3,3.335
bulgaria,buy apartment price,price per square meter to buy apartment outside of centre,"1,471.94 €","923.71-2,360.59",1.471,"(923.71, 2.36)",923.71,2.36
bulgaria,salaries and financing,average monthly net salary (after tax),957.91 €,,957.91,,,
bulgaria,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",4.15,2.60-5.70,4.15,"(2.6, 5.7)",2.6,5.7
burkina faso,rent per month,apartment (1 bedroom) in city centre,381.12 €,304.90-457.35,381.12,"(304.9, 457.35)",304.9,457.35
burkina faso,rent per month,apartment (1 bedroom) outside of centre,238.84 €,182.94-304.90,238.84,"(182.94, 304.9)",182.94,304.9
burkina faso,rent per month,apartment (3 bedrooms) in city centre,"1,092.55 €","609.80-1,905.61",1.092,"(609.8, 1.905)",609.8,1.905
burkina faso,rent per month,apartment (3 bedrooms) outside of centre,660.61 €,457.35-990.92,660.61,"(457.35, 990.92)",457.35,990.92
burkina faso,buy apartment price,price per square meter to buy apartment in city centre,200.00 €,,200.0,,,
burkina faso,buy apartment price,price per square meter to buy apartment outside of centre,100.00 €,,100.0,,,
burkina faso,salaries and financing,average monthly net salary (after tax),599.63 €,,599.63,,,
burundi,rent per month,apartment (1 bedroom) in city centre,195.42 €,125.00-265.84,195.42,"(125.0, 265.84)",125.0,265.84
burundi,rent per month,apartment (1 bedroom) outside of centre,74.36 €,26.70-155.08,74.36,"(26.7, 155.08)",26.7,155.08
burundi,rent per month,apartment (3 bedrooms) in city centre,431.36 €,419.65-443.07,431.36,"(419.65, 443.07)",419.65,443.07
burundi,rent per month,apartment (3 bedrooms) outside of centre,245.65 €,225.45-265.84,245.65,"(225.45, 265.84)",225.45,265.84
burundi,buy apartment price,price per square meter to buy apartment in city centre,"2,515.91 €","1,837.80-3,088.83",2.515,"(837.8, 3.088)",837.8,3.088
burundi,buy apartment price,price per square meter to buy apartment outside of centre,"2,133.70 €","1,483.64-2,479.94",2.133,"(483.64, 2.479)",483.64,2.479
burundi,salaries and financing,average monthly net salary (after tax),549.22 €,,549.22,,,
burundi,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",14.17,,14.17,,,
cambodia,rent per month,apartment (1 bedroom) in city centre,390.53 €,275.67-643.23,390.53,"(275.67, 643.23)",275.67,643.23
cambodia,rent per month,apartment (1 bedroom) outside of centre,228.50 €,165.40-321.62,228.5,"(165.4, 321.62)",165.4,321.62
cambodia,rent per month,apartment (3 bedrooms) in city centre,716.32 €,"459.45-1,102.68",716.32,"(459.45, 1.102)",459.45,1.102
cambodia,rent per month,apartment (3 bedrooms) outside of centre,442.97 €,275.67-689.18,442.97,"(275.67, 689.18)",275.67,689.18
cambodia,buy apartment price,price per square meter to buy apartment in city centre,"1,822.49 €","918.90-2,940.48",1.822,"(918.9, 2.94)",918.9,2.94
cambodia,buy apartment price,price per square meter to buy apartment outside of centre,"1,300.24 €","827.01-2,012.39",1.3,"(827.01, 2.012)",827.01,2.012
cambodia,salaries and financing,average monthly net salary (after tax),288.41 €,,288.41,,,
cambodia,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",11.09,8.00-18.00,11.09,"(8.0, 18.0)",8.0,18.0
cameroon,rent per month,apartment (1 bedroom) in city centre,681.79 €,"228.67-1,128.12",681.79,"(228.67, 1.128)",228.67,1.128
cameroon,rent per month,apartment (1 bedroom) outside of centre,405.49 €,91.47-762.25,405.49,"(91.47, 762.25)",91.47,762.25
cameroon,rent per month,apartment (3 bedrooms) in city centre,"1,523.36 €","762.25-2,286.74",1.523,"(762.25, 2.286)",762.25,2.286
cameroon,rent per month,apartment (3 bedrooms) outside of centre,751.10 €,"228.67-1,524.49",751.1,"(228.67, 1.524)",228.67,1.524
cameroon,buy apartment price,price per square meter to buy apartment in city centre,"1,803.29 €","1,670.08-1,829.39",1.803,"(670.08, 1.829)",670.08,1.829
cameroon,buy apartment price,price per square meter to buy apartment outside of centre,843.66 €,686.02-914.69,843.66,"(686.02, 914.69)",686.02,914.69
cameroon,salaries and financing,average monthly net salary (after tax),140.57 €,,140.57,,,
cameroon,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",19.04,15.00-20.00,19.04,"(15.0, 20.0)",15.0,20.0
canada,rent per month,apartment (1 bedroom) in city centre,"1,174.26 €","785.23-1,753.59",1.174,"(785.23, 1.753)",785.23,1.753
canada,rent per month,apartment (1 bedroom) outside of centre,"1,049.96 €","719.20-1,483.92",1.049,"(719.2, 1.483)",719.2,1.483
canada,rent per month,apartment (3 bedrooms) in city centre,"1,886.23 €","1,211.75-3,051.38",1.886,"(211.75, 3.051)",211.75,3.051
canada,rent per month,apartment (3 bedrooms) outside of centre,"1,628.16 €","986.90-2,462.55",1.628,"(986.9, 2.462)",986.9,2.462
canada,buy apartment price,price per square meter to buy apartment in city centre,"5,899.71 €","2,821.32-10,228.65",5.899,"(821.32, 10.228)",821.32,10.228
canada,buy apartment price,price per square meter to buy apartment outside of centre,"4,132.52 €","2,237.52-7,569.39",4.132,"(237.52, 7.569)",237.52,7.569
canada,salaries and financing,average monthly net salary (after tax),"2,501.85 €",,2.501,,,
canada,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",6.62,5.00-7.24,6.62,"(5.0, 7.24)",5.0,7.24
cape verde,rent per month,apartment (1 bedroom) in city centre,388.73 €,272.07-544.13,388.73,"(272.07, 544.13)",272.07,544.13
cape verde,rent per month,apartment (1 bedroom) outside of centre,216.52 €,163.24-350.00,216.52,"(163.24, 350.0)",163.24,350.0
cape verde,rent per month,apartment (3 bedrooms) in city centre,523.34 €,"302.92-1,360.33",523.34,"(302.92, 1.36)",302.92,1.36
cape verde,rent per month,apartment (3 bedrooms) outside of centre,484.08 €,226.72-725.51,484.08,"(226.72, 725.51)",226.72,725.51
cape verde,buy apartment price,price per square meter to buy apartment in city centre,880.66 €,"589.48-1,133.61",880.66,"(589.48, 1.133)",589.48,1.133
cape verde,buy apartment price,price per square meter to buy apartment outside of centre,653.58 €,300.00-879.68,653.58,"(300.0, 879.68)",300.0,879.68
cape verde,salaries and financing,average monthly net salary (after tax),226.72 €,,226.72,,,
cape verde,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",7.67,4.50-9.00,7.67,"(4.5, 9.0)",4.5,9.0
cayman islands,rent per month,apartment (1 bedroom) in city centre,"2,608.42 €","2,202.36-3,303.53",2.608,"(202.36, 3.303)",202.36,3.303
cayman islands,rent per month,apartment (1 bedroom) outside of centre,"2,112.89 €","1,651.77-2,752.94",2.112,"(651.77, 2.752)",651.77,2.752
cayman islands,rent per month,apartment (3 bedrooms) in city centre,"5,010.36 €","4,404.71-6,607.07",5.01,"(404.71, 6.607)",404.71,6.607
cayman islands,rent per month,apartment (3 bedrooms) outside of centre,"4,326.06 €","3,854.12-4,955.30",4.326,"(854.12, 4.955)",854.12,4.955
cayman islands,buy apartment price,price per square meter to buy apartment in city centre,"10,165.10 €","5,926.49-15,408.88",10.165,"(926.49, 15.408)",926.49,15.408
cayman islands,buy apartment price,price per square meter to buy apartment outside of centre,"7,704.44 €","3,555.89-15,408.88",7.704,"(555.89, 15.408)",555.89,15.408
cayman islands,salaries and financing,average monthly net salary (after tax),"6,260.50 €",,6.26,,,
cayman islands,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",7.17,4.00-9.00,7.17,"(4.0, 9.0)",4.0,9.0
central african republic,rent per month,apartment (1 bedroom) in city centre,"1,143.37 €","1,067.14-1,219.59",1.143,"(67.14, 1.219)",67.14,1.219
central african republic,buy apartment price,price per square meter to buy apartment in city centre,"1,219.59 €",,1.219,,,
central african republic,buy apartment price,price per square meter to buy apartment outside of centre,"1,455.87 €",,1.455,,,
central african republic,salaries and financing,average monthly net salary (after tax),762.69 €,,762.69,,,
chad,rent per month,apartment (1 bedroom) in city centre,"1,293.51 €","1,062.52-1,524.49",1.293,"(62.52, 1.524)",62.52,1.524
chad,rent per month,apartment (1 bedroom) outside of centre,167.69 €,76.22-259.16,167.69,"(76.22, 259.16)",76.22,259.16
chad,rent per month,apartment (3 bedrooms) in city centre,228.67 €,,228.67,,,
chad,rent per month,apartment (3 bedrooms) outside of centre,278.22 €,152.45-403.99,278.22,"(152.45, 403.99)",152.45,403.99
chad,buy apartment price,price per square meter to buy apartment in city centre,164.08 €,,164.08,,,
chad,buy apartment price,price per square meter to buy apartment outside of centre,164.08 €,,164.08,,,
chad,salaries and financing,average monthly net salary (after tax),304.90 €,,304.9,,,
chad,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",3.50,,3.5,,,
chile,rent per month,apartment (1 bedroom) in city centre,423.10 €,345.21-591.78,423.1,"(345.21, 591.78)",345.21,591.78
chile,rent per month,apartment (1 bedroom) outside of centre,338.58 €,246.58-493.15,338.58,"(246.58, 493.15)",246.58,493.15
chile,rent per month,apartment (3 bedrooms) in city centre,752.81 €,"542.47-1,183.56",752.81,"(542.47, 1.183)",542.47,1.183
chile,rent per month,apartment (3 bedrooms) outside of centre,611.35 €,443.84-986.30,611.35,"(443.84, 986.3)",443.84,986.3
chile,buy apartment price,price per square meter to buy apartment in city centre,"2,065.55 €","1,479.46-2,958.91",2.065,"(479.46, 2.958)",479.46,2.958
chile,buy apartment price,price per square meter to buy apartment outside of centre,"2,033.52 €","1,273.98-3,675.60",2.033,"(273.98, 3.675)",273.98,3.675
chile,salaries and financing,average monthly net salary (after tax),648.16 €,,648.16,,,
chile,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",5.16,4.00-7.00,5.16,"(4.0, 7.0)",4.0,7.0
china,rent per month,apartment (1 bedroom) in city centre,429.54 €,"190.36-1,015.27",429.54,"(190.36, 1.015)",190.36,1.015
china,rent per month,apartment (1 bedroom) outside of centre,246.70 €,126.91-507.64,246.7,"(126.91, 507.64)",126.91,507.64
china,rent per month,apartment (3 bedrooms) in city centre,881.35 €,"380.73-2,189.44",881.35,"(380.73, 2.189)",380.73,2.189
china,rent per month,apartment (3 bedrooms) outside of centre,508.31 €,"253.82-1,142.18",508.31,"(253.82, 1.142)",253.82,1.142
china,buy apartment price,price per square meter to buy apartment in city centre,"6,238.87 €","1,956.28-13,475.67",6.238,"(956.28, 13.475)",956.28,13.475
china,buy apartment price,price per square meter to buy apartment outside of centre,"3,042.54 €","1,269.09-7,411.51",3.042,"(269.09, 7.411)",269.09,7.411
china,salaries and financing,average monthly net salary (after tax),855.15 €,,855.15,,,
china,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",4.17,3.10-5.33,4.17,"(3.1, 5.33)",3.1,5.33
colombia,rent per month,apartment (1 bedroom) in city centre,331.18 €,200.20-667.34,331.18,"(200.2, 667.34)",200.2,667.34
colombia,rent per month,apartment (1 bedroom) outside of centre,263.99 €,155.71-444.89,263.99,"(155.71, 444.89)",155.71,444.89
colombia,rent per month,apartment (3 bedrooms) in city centre,609.96 €,"363.33-1,112.24",609.96,"(363.33, 1.112)",363.33,1.112
colombia,rent per month,apartment (3 bedrooms) outside of centre,490.18 €,289.18-889.79,490.18,"(289.18, 889.79)",289.18,889.79
colombia,buy apartment price,price per square meter to buy apartment in city centre,"1,382.09 €","817.83-2,224.47",1.382,"(817.83, 2.224)",817.83,2.224
colombia,buy apartment price,price per square meter to buy apartment outside of centre,"1,118.61 €","667.34-1,668.36",1.118,"(667.34, 1.668)",667.34,1.668
